"id","scientificName","sourceName","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv"
"ITIS:664205","Scutiger glandulatus","Scutiger glandulatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,1,3.5,3.5,0,1,0
"ITIS:664206","Scutiger gongshanensis","Scutiger gongshanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664207","Scutiger jiulongensis","Scutiger jiulongensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,990,990,NA,3,3.6,0,1,0
"ITIS:664208","Scutiger liupanensis","Scutiger liupanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664209","Scutiger maculatus","Scutiger maculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664210","Scutiger mammatus","Scutiger mammatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,NA,NA,NA,436,606,1,2.1,3.3,0,1,0
"ITIS:664211","Scutiger muliensis","Scutiger muliensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4,NA,NA,NA,200,200,1,NA,NA,0,1,0
"ITIS:664212","Scutiger nepalensis","Scutiger nepalensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664213","Scutiger ningshanensis","Scutiger ningshanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664214","Scutiger nyingchiensis","Scutiger nyingchiensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664215","Scutiger pingwuensis","Scutiger pingwuensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,NA,NA,NA,505,505,1,4,4,0,1,0
"ITIS:664216","Scutiger sikimmensis","Scutiger sikimmensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664217","Scutiger tuberculatus","Scutiger tuberculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,436,436,1,3,3,0,1,0
"ITIS:1097097","Scutiger wanglangensis","Scutiger wanglangensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1103209","Megophrys aceras","Xenophrys aceras",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096730","Megophrys auralensis","Xenophrys auralensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103077","Megophrys baluensis","Xenophrys baluensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096716","Megophrys baolongensis","Xenophrys baolongensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096789","Megophrys binchuanensis","Xenophrys binchuanensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096704","Megophrys binlingensis","Xenophrys binlingensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1103096","Megophrys boettgeri","Xenophrys boettgeri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096784","Megophrys brachykolos","Xenophrys brachykolos",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096777","Megophrys caudoprocta","Xenophrys caudoprocta",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096764","Megophrys damrei","Xenophrys damrei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096749","Megophrys daweimontis","Xenophrys daweimontis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096780","Megophrys dringi","Xenophrys dringi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096782","Megophrys gigantica","Xenophrys gigantica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096746","Megophrys glandulosa","Xenophrys glandulosa",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,954,954,1,2.3,2.3,0,1,0
"ITIS:1096735","Megophrys huangshanensis","Xenophrys huangshanensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:776424","Megophrys jingdongensis","Xenophrys jingdongensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,63.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096739","Megophrys kuatunensis","Xenophrys kuatunensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096719","Megophrys lekaguli","Xenophrys lekaguli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103101","Megophrys longipes","Xenophrys longipes",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1103107","Megophrys major","Xenophrys major",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096762","Megophrys mangshanensis","Xenophrys mangshanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096711","Megophrys medogensis","Xenophrys medogensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096797","Megophrys minor","Xenophrys minor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096772","Megophrys nankiangensis","Xenophrys nankiangensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:776423","Megophrys omeimontis","Xenophrys omeimontis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,NA,NA,357,6000,1,2.5,2.8,0,1,0
"ITIS:1103202","Megophrys pachyproctus","Xenophrys pachyproctus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,35.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103226","Megophrys palpebralespinosa","Xenophrys palpebralespinosa",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1103103","Megophrys parallela","Xenophrys parallela",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1103175","Megophrys parva","Xenophrys parva",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1103213","Megophrys robusta","Xenophrys robusta",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096724","Megophrys sangzhiensis","Xenophrys sangzhiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096779","Megophrys serchhipii","Xenophrys serchhipii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096761","Megophrys shapingensis","Xenophrys shapingensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,3,3.4,NA,NA,NA
"ITIS:1096726","Megophrys shuichengensis","Xenophrys shuichengensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096914","Megophrys spinata","Xenophrys spinata",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,NA,NA,NA,NA,NA,1,3,3,0,1,0
"ITIS:1096720","Megophrys takensis","Xenophrys takensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096792","Megophrys tuberogranulata","Xenophrys tuberogranulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096727","Megophrys wawuensis","Xenophrys wawuensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096769","Megophrys wuliangshanensis","Xenophrys wuliangshanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096633","Megophrys wushanensis","Xenophrys wushanensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1096709","Megophrys zhangi","Xenophrys zhangi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1096738","Megophrys zunhebotoensis","Xenophrys zunhebotoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665073","Micrixalus elegans","Micrixalus elegans",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665074","Micrixalus fuscus","Micrixalus fuscus",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665075","Micrixalus gadgili","Micrixalus gadgili",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665078","Micrixalus nudis","Micrixalus nudis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665079","Micrixalus phyllophilus","Micrixalus phyllophilus",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665080","Micrixalus saxicola","Micrixalus saxicola",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665081","Micrixalus silvaticus","Micrixalus silvaticus",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665083","Micrixalus thampii","Micrixalus thampii",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:664524","Adelastes hylonomos","Adelastes hylonomos",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1097684","Hamptophryne alios","Altigius alios",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:664526","Arcovomer passarellii","Arcovomer passarellii",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,73,203,1,1.4,1.8,0,1,0
"ITIS:664557","Gastrophrynoides borneensis","Gastrophrynoides borneensis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"ITIS:1096893","Gastrophrynoides immaculatus","Gastrophrynoides immaculatus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1103153","Stereocyclops histrio","Hyophryne histrio",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:1097803","Ctenophryne barbatula","Melanophryne barbatula",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,22,22,NA,1.6,1.6,0,1,0
"ITIS:1097796","Ctenophryne carpish","Melanophryne carpish",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,83,83,1,1.6,1.6,0,1,0
"ITIS:664617","Myersiella microps","Myersiella microps",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,18,32,1,2.2,4,1,0,0
"ITIS:664623","Phrynella pulchra","Phrynella pulchra",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1097666","Elachistocleis pearsei","Relictivomer pearsei",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664634","Stereocyclops incrassatus","Stereocyclops incrassatus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664635","Stereocyclops parkeri","Stereocyclops parkeri",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:664636","Synapturanus mirandaribeiroi","Synapturanus mirandaribeiroi",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,9,9,1,4,4.9,0,1,0
"ITIS:664637","Synapturanus rabus","Synapturanus rabus",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664638","Synapturanus salseri","Synapturanus salseri",1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,35,NA,NA,NA,8,8,1,4,4,0,1,0
"ITIS:1097679","Chiasmocleis antenori","Syncope antenori",NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,5,6,1,1.2,2,1,0,0
"ITIS:1097655","Chiasmocleis tridactyla","Syncope tridactyla",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096868","Choerophryne brunhildae","Albericus brunhildae",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096674","Choerophryne darlingtoni","Albericus darlingtoni",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096676","Choerophryne exclamitans","Albericus exclamitans",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096677","Choerophryne fafniri","Albericus fafniri",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096803","Choerophryne gudrunae","Albericus gudrunae",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096655","Choerophryne gunnari","Albericus gunnari",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096864","Choerophryne laurini","Albericus laurini",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096666","Choerophryne murrita","Albericus murritus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1096668","Choerophryne rhenaurum","Albericus rhenaurum",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096865","Choerophryne sanguinopicta","Albericus sanguinopictus",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1096869","Choerophryne siegfriedi","Albericus siegfriedi",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096665","Choerophryne swanhildae","Albericus swanhildae",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096653","Choerophryne tubercula","Albericus tuberculus",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096876","Choerophryne valkuriarum","Albericus valkuriarum",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096872","Choerophryne variegata","Albericus variegatus",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664396","Aphantophryne minuta","Aphantophryne minuta",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664397","Aphantophryne pansa","Aphantophryne pansa",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,10,30,1,NA,NA,1,0,0
"ITIS:664398","Aphantophryne sabini","Aphantophryne sabini",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,19,19,NA,13,18,NA,1.2,1.5,1,0,0
"ITIS:664252","Asterophrys leucopus","Asterophrys leucopus",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664253","Asterophrys turpicola","Asterophrys turpicola",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664399","Austrochaperina adamantina","Austrochaperina adamantina",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664402","Austrochaperina adelphe","Austrochaperina adelphe",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664400","Austrochaperina aquilonia","Austrochaperina aquilonia",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664401","Austrochaperina archboldi","Austrochaperina archboldi",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:664403","Austrochaperina basipalmata","Austrochaperina basipalmata",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664404","Austrochaperina blumi","Austrochaperina blumi",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664405","Austrochaperina brevipes","Austrochaperina brevipes",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,10,14,NA,NA,NA,1,0,0
"ITIS:1096884","Copiula derongo","Austrochaperina derongo",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:664407","Austrochaperina fryi","Austrochaperina fryi",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,12,12,1,NA,NA,1,0,0
"ITIS:664408","Austrochaperina gracilipes","Austrochaperina gracilipes",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1096909","Copiula guttata","Austrochaperina guttata",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
