"id","scientificName","sourceName","fos","ter","aqu","arb","diet_leaves","diet_flowers","diet_seed","diet_fruit","diet_inv","diet_vert","diurnal","nocturnal","crepuscular","wet_warm","wet_cold","dry_warm","dry_cold","bodymass_value","age_at_maturity_min_y","age_at_maturity_max_y","body_size_mm","size_at_maturity_min_mm","size_at_maturity_max_mm","longevity_max_y","litter_size_min_n","litter_size_max_n","reproductive_output_y","offspring_size_min_mm","offspring_size_max_mm","dir","lar","viv"
"ITIS:665084","Minervarya sahyadris","Minervarya sahyadris",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:665085","Nannophrys ceylonensis","Nannophrys ceylonensis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,12,43,1,NA,NA,0,1,0
"ITIS:665086","Nannophrys guentheri","Nannophrys guentheri",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665087","Nannophrys marmorata","Nannophrys marmorata",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774140","Nannophrys naeyakai","Nannophrys naeyakai",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774141","Nanorana aenea","Nanorana aenea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,77.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774142","Nanorana annandalii","Nanorana annandalii",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,NA,NA,NA,160,160,1,2.1,2.2,0,1,0
"ITIS:774143","Nanorana arnoldi","Nanorana arnoldi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774144","Nanorana blanfordii","Nanorana blanfordii",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,NA,NA,86,86,1,2.2,2.4,0,1,0
"ITIS:774145","Nanorana chayuensis","Nanorana chayuensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774146","Nanorana conaensis","Nanorana conaensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,3,3.5,0,1,0
"ITIS:1104797","Quasipaa delacouri","Nanorana delacouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774148","Nanorana ercepeae","Nanorana ercepeae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,188,188,1,3.6,3.8,0,1,0
"ITIS:774149","Nanorana feae","Nanorana feae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774150","Nanorana gammii","Nanorana gammii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774151","Nanorana liebigii","Nanorana liebigii",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,104,104,1,3,5,0,1,0
"ITIS:774152","Nanorana maculosa","Nanorana maculosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774153","Nanorana medogensis","Nanorana medogensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774154","Nanorana minica","Nanorana minica",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,72,72,1,2.4,2.5,0,1,0
"ITIS:774155","Nanorana mokokchungensis","Nanorana mokokchungensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665088","Nanorana parkeri","Nanorana parkeri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,2,6,55,NA,NA,8.7,103,399,1,1.7,3.3,0,1,0
"ITIS:665089","Nanorana pleskei","Nanorana pleskei",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,NA,NA,NA,50,50,1,1.9,1.9,0,1,0
"ITIS:774156","Nanorana polunini","Nanorana polunini",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,152,152,1,2.6,2.9,0,1,0
"ITIS:774157","Nanorana quadranus","Nanorana quadranus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3,3,3,105.98,NA,NA,12,NA,NA,1,NA,NA,0,1,0
"ITIS:774158","Nanorana rarica","Nanorana rarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774159","Nanorana rostandi","Nanorana rostandi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,442,442,1,2.4,2.5,0,1,0
"ITIS:1104875","Nanorana sichuanensis","Nanorana sichuanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774160","Nanorana taihangnica","Nanorana taihangnica",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,2,3,103.4,NA,NA,11,302,611,NA,3.3,4,0,1,0
"ITIS:774161","Nanorana unculuanus","Nanorana unculuanus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,97,97,1,4,4,0,1,0
"ITIS:665090","Nanorana ventripunctata","Nanorana ventripunctata",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,NA,NA,NA,290,332,1,2.1,2.1,0,1,0
"ITIS:774162","Nanorana vicina","Nanorana vicina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774164","Ombrana sikimensis","Ombrana sikimensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,232,232,1,3.5,3.9,0,1,0
"ITIS:1095408","Quasipaa acanthophora","Quasipaa acanthophora",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,102.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774165","Quasipaa boulengeri","Quasipaa boulengeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,261,2,2.5,134,82.1,100.2,NA,218,218,3,3.9,3.9,0,1,0
"ITIS:776220","Quasipaa courtoisi","Quasipaa courtoisi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774166","Quasipaa exilispinosa","Quasipaa exilispinosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,NA,NA,NA,NA,NA,1,3.3,3.3,0,1,0
"ITIS:774167","Quasipaa fasciculispina","Quasipaa fasciculispina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774168","Quasipaa jiulongensis","Quasipaa jiulongensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774169","Quasipaa shini","Quasipaa shini",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,NA,NA,NA,10,11,1,3.5,3.5,0,1,0
"ITIS:774170","Quasipaa spinosa","Quasipaa spinosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,161,NA,NA,101,NA,NA,NA,76,600,1,3.2,4.3,0,1,0
"ITIS:774171","Quasipaa verrucospinosa","Quasipaa verrucospinosa",NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,0.7,1,146.5,90.3,100.1,NA,164,6172,1,3.5,3.9,0,1,0
"ITIS:774172","Quasipaa yei","Quasipaa yei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,265,265,NA,NA,NA,NA,NA,NA
"ITIS:665448","Sphaerotheca breviceps","Sphaerotheca breviceps",1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774173","Sphaerotheca dobsonii","Sphaerotheca dobsonii",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665450","Sphaerotheca leucorhynchus","Sphaerotheca leucorhynchus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665452","Sphaerotheca rolandae","Sphaerotheca rolandae",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,449,1037,1,NA,NA,0,1,0
"ITIS:665453","Sphaerotheca strachani","Sphaerotheca strachani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1095651","Liurana alpina","Ingerana alpina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1095643","Ingerana borealis","Ingerana borealis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774174","Ingerana charlesdarwini","Ingerana charlesdarwini",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:1095669","Limnonectes liui","Ingerana liui",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1095657","Alcalus mariae","Ingerana mariae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1095664","Liurana medogensis","Ingerana medogensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:665007","Ingerana reticulata","Ingerana reticulata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:1095674","Alcalus sariba","Ingerana sariba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:1095660","Alcalus tasanae","Ingerana tasanae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:665010","Ingerana tenasserimensis","Ingerana tenasserimensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1095677","Liurana xizangensis","Ingerana xizangensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:665102","Occidozyga baluensis","Occidozyga baluensis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665104","Occidozyga celebensis","Occidozyga celebensis",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774175","Occidozyga diminutiva","Occidozyga diminutiva",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:774176","Occidozyga floresiana","Occidozyga floresiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:665107","Occidozyga laevis","Occidozyga laevis",1,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,107,140,1,NA,NA,0,1,0
"ITIS:665108","Occidozyga lima","Occidozyga lima",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,707,708,1,1,1,0,1,0
"ITIS:774177","Occidozyga magnapustulosa","Occidozyga magnapustulosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665110","Occidozyga martensii","Occidozyga martensii",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,33,NA,NA,NA,NA,NA,1,1,1,0,1,0
"ITIS:774178","Occidozyga semipalmata","Occidozyga semipalmata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0
"ITIS:665112","Occidozyga sumatrana","Occidozyga sumatrana",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,4.5,NA,NA,45,NA,NA,NA,8,40,1,1.2,1.2,0,1,0
"ITIS:774179","Occidozyga vittata","Occidozyga vittata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"ITIS:774180","Diasporus anthrax","Diasporus anthrax",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:774181","Diasporus diastema","Diasporus diastema",NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,16,18,1,4.3,4.3,1,0,0
"ITIS:774182","Diasporus gularis","Diasporus gularis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:774183","Diasporus hylaeformis","Diasporus hylaeformis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:774184","Diasporus quidditus","Diasporus quidditus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:774185","Diasporus tigrillo","Diasporus tigrillo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"ITIS:774186","Diasporus tinker","Diasporus tinker",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:1095571","Diasporus ventrimaculatus","Diasporus ventrimaculatus",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:774187","Diasporus vocator","Diasporus vocator",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,5,5,1,NA,NA,1,0,0
"ITIS:207442","Eleutherodactylus abbotti","Eleutherodactylus abbotti",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207444","Eleutherodactylus acmonis","Eleutherodactylus acmonis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663354","Eleutherodactylus adelus","Eleutherodactylus adelus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,4,1,4.7,5.3,1,0,0
"ITIS:207447","Eleutherodactylus albipes","Eleutherodactylus albipes",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:776615","Eleutherodactylus albolabris","Eleutherodactylus albolabris",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:663359","Eleutherodactylus alcoae","Eleutherodactylus alcoae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207451","Eleutherodactylus alticola","Eleutherodactylus alticola",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,41,41,1,8,8,1,0,0
"ITIS:663360","Eleutherodactylus amadeus","Eleutherodactylus amadeus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,11,19,1,3.4,5.1,1,0,0
"ITIS:663362","Eleutherodactylus amplinympha","Eleutherodactylus amplinympha",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,4,32,1,7,7,1,0,0
"ITIS:207452","Eleutherodactylus andrewsi","Eleutherodactylus andrewsi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:550369","Eleutherodactylus angustidigitorum","Eleutherodactylus angustidigitorum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:173555","Eleutherodactylus antillensis","Eleutherodactylus antillensis",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,24,42,1,NA,NA,1,0,0
"ITIS:774188","Eleutherodactylus aporostegus","Eleutherodactylus aporostegus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,18,18,NA,NA,NA,NA,NA,NA
"ITIS:663373","Eleutherodactylus apostates","Eleutherodactylus apostates",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207459","Eleutherodactylus armstrongi","Eleutherodactylus armstrongi",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,31,49,1,NA,NA,1,0,0
"ITIS:207460","Eleutherodactylus atkinsi","Eleutherodactylus atkinsi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,3,4,1,0,0
"ITIS:207461","Eleutherodactylus audanti","Eleutherodactylus audanti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663380","Eleutherodactylus auriculatoides","Eleutherodactylus auriculatoides",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207462","Eleutherodactylus auriculatus","Eleutherodactylus auriculatus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,20,36,1,6,8,1,0,0
"ITIS:207463","Eleutherodactylus bakeri","Eleutherodactylus bakeri",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:183782","Eleutherodactylus barlagnei","Eleutherodactylus barlagnei",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207464","Eleutherodactylus bartonsmithi","Eleutherodactylus bartonsmithi",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663396","Eleutherodactylus blairhedgesi","Eleutherodactylus blairhedgesi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:774189","Eleutherodactylus bothroboans","Eleutherodactylus bothroboans",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIS:207477","Eleutherodactylus bresslerae","Eleutherodactylus bresslerae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207480","Eleutherodactylus brevirostris","Eleutherodactylus brevirostris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:173556","Eleutherodactylus brittoni","Eleutherodactylus brittoni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663410","Eleutherodactylus caribe","Eleutherodactylus caribe",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663412","Eleutherodactylus casparii","Eleutherodactylus casparii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:207494","Eleutherodactylus cavernicola","Eleutherodactylus cavernicola",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:663423","Eleutherodactylus chlorophenax","Eleutherodactylus chlorophenax",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:173557","Eleutherodactylus cochranae","Eleutherodactylus cochranae",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"ITIS:173558","Eleutherodactylus cooki","Eleutherodactylus cooki",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,1,29,1,4,7,1,0,0
"ITIS:173559","Eleutherodactylus coqui","Eleutherodactylus coqui",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,52,35,35,6,12,41,1,3.6,4,1,0,0
